,Name,Rating,Genre,Release date,Runtime,Director,Url
806,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,69.0,Comedy,01/12/1996,1h 29m,Paris Barclay,https://www.themoviedb.org/movie/10607
807,Legion,58.0,"Horror,Action,Fantasy",01/22/2010,1h 40m,Scott Stewart,https://www.themoviedb.org/movie/22894
808,El gerente,82.0,Comedy,10/20/2022,1h 44m,Ariel Winograd,https://www.themoviedb.org/movie/931925
809,Exodus: Gods and Kings,58.0,"Adventure,Drama,Action",12/05/2014,2h 30m,Ridley Scott,https://www.themoviedb.org/movie/147441
810,Trolls Holiday in Harmony,72.0,"Animation,Fantasy,Family",11/27/2021,30m,Tim Heitz,https://www.themoviedb.org/movie/896221
811,Chip and Potato: Chip's Holiday,53.0,Animation,06/27/2022,24m,null,https://www.themoviedb.org/movie/992187
812,Valley of the Dead,62.0,"Comedy,Horror,War",07/11/2022,1h 41m,Javier Ruiz Caldera,https://www.themoviedb.org/movie/613093
813,Alice in Wonderland,66.0,"Family,Fantasy,Adventure",03/12/2010,1h 48m,Tim Burton,https://www.themoviedb.org/movie/12155
814,Legend,70.0,"Crime,Thriller",11/20/2015,2h 12m,Brian Helgeland,https://www.themoviedb.org/movie/276907
815,American Sniper,74.0,"War,Action",01/16/2015,2h 13m,Clint Eastwood,https://www.themoviedb.org/movie/190859
816,American Psycho,74.0,"Thriller,Drama,Crime",04/14/2000,1h 42m,Mary Harron,https://www.themoviedb.org/movie/1359
817,Ocean's Eleven,74.0,"Thriller,Crime",12/07/2001,1h 56m,Steven Soderbergh,https://www.themoviedb.org/movie/161
818,Monsters vs Aliens,62.0,"Animation,Family,Adventure,Science Fiction",03/26/2009,1h 34m,Conrad Vernon,https://www.themoviedb.org/movie/15512
819,Rise of the Teenage Mutant Ninja Turtles: The Movie,75.0,"Animation,Action,Comedy,Family,Science Fiction",08/05/2022,1h 26m,Andy Suriano,https://www.themoviedb.org/movie/765172
820,Mary Magdalene,63.0,"Drama,History",03/22/2018,2h,Garth Davis,https://www.themoviedb.org/movie/407439
821,Maze Runner: The Death Cure,71.0,"Science Fiction,Action,Adventure,Thriller",02/09/2018,2h 23m,Wes Ball,https://www.themoviedb.org/movie/336843
822,Ice Age: The Meltdown,67.0,"Animation,Family,Comedy,Adventure",04/21/2006,1h 31m,Carlos Saldanha,https://www.themoviedb.org/movie/950
823,The Hills Have Eyes 2,55.0,"Horror,Thriller",03/22/2007,1h 29m,Martin Weisz,https://www.themoviedb.org/movie/9793
824,"Yes, No, or Maybe Half?",72.0,"Animation,Drama,Romance",12/11/2020,53m,Masahiro Takata,https://www.themoviedb.org/movie/719088
825,Cars,69.0,"Animation,Adventure,Comedy,Family",08/04/2006,1h 57m,John Lasseter,https://www.themoviedb.org/movie/920
826,Bambi,70.0,"Animation,Drama,Family",08/21/1942,1h 10m,David Hand,https://www.themoviedb.org/movie/3170
827,Wish Dragon,80.0,"Animation,Family,Comedy,Fantasy",01/15/2021,1h 39m,Chris Appelhans,https://www.themoviedb.org/movie/550205
828,The Redeem Team,75.0,Documentary,10/07/2022,1h 38m,Jon Weinbach,https://www.themoviedb.org/movie/1018648
829,El Infierno,78.0,"Drama,Crime,Comedy",09/03/2010,2h 25m,Luis Estrada,https://www.themoviedb.org/movie/52629
830,Pulp Fiction,85.0,"Thriller,Crime",10/14/1994,2h 34m,Quentin Tarantino,https://www.themoviedb.org/movie/680
831,Guardians of the Galaxy,79.0,"Action,Science Fiction,Adventure",08/08/2014,2h 1m,James Gunn,https://www.themoviedb.org/movie/118340
832,Shaolin Soccer,71.0,"Action,Comedy",07/12/2001,1h 53m,Stephen Chow,https://www.themoviedb.org/movie/11770
833,Home Sweet Home Alone,50.0,"Family,Comedy,Action",11/12/2021,1h 33m,Dan Mazer,https://www.themoviedb.org/movie/654974
834,Train to Busan,78.0,"Horror,Thriller,Science Fiction,Action",07/20/2016,1h 58m,Yeon Sang-ho,https://www.themoviedb.org/movie/396535
835,Sing,71.0,"Animation,Comedy,Family,Music",12/30/2016,1h 48m,Garth Jennings,https://www.themoviedb.org/movie/335797
836,Scott Pilgrim vs. the World,75.0,"Action,Comedy,Romance",08/25/2010,1h 52m,Edgar Wright,https://www.themoviedb.org/movie/22538
837,Ice Age: Dawn of the Dinosaurs,67.0,"Animation,Comedy,Family,Adventure",07/03/2009,1h 34m,Carlos Saldanha,https://www.themoviedb.org/movie/8355
838,Kong: Skull Island,65.0,"Action,Adventure,Fantasy",03/10/2017,1h 58m,Jordan Vogt-Roberts,https://www.themoviedb.org/movie/293167
839,Abraham Lincoln: Vampire Hunter,57.0,"Action,Fantasy,Horror",06/22/2012,1h 34m,Timur Bekmambetov,https://www.themoviedb.org/movie/72331
840,AINBO: Spirit of the Amazon,70.0,"Adventure,Animation,Family,Fantasy",11/08/2022,1h 24m,Richard Claus,https://www.themoviedb.org/movie/588921
841,The Equalizer 2,67.0,"Action,Thriller,Crime",07/20/2018,2h 1m,Antoine Fuqua,https://www.themoviedb.org/movie/345887
842,Cult of Chucky,58.0,"Horror,Thriller",10/12/2017,1h 31m,Don Mancini,https://www.themoviedb.org/movie/393345
843,Pacific Rim: Uprising,61.0,"Action,Fantasy,Science Fiction,Adventure",03/28/2018,1h 51m,Steven S. DeKnight,https://www.themoviedb.org/movie/268896
844,Black Crab,63.0,"Action,Thriller",03/18/2022,1h 49m,Adam Berg,https://www.themoviedb.org/movie/760868
845,The Intouchables,83.0,"Drama,Comedy",07/13/2012,1h 53m,Olivier Nakache,https://www.themoviedb.org/movie/77338
846,All Things Fair,64.0,"Drama,Romance,War",11/03/1995,2h 10m,Bo Widerberg,https://www.themoviedb.org/movie/27098
847,Paprika,70.0,Drama,02/13/1991,1h 39m,Tinto Brass,https://www.themoviedb.org/movie/50270
848,Rambo,66.0,"Action,Thriller",01/25/2008,1h 32m,Sylvester Stallone,https://www.themoviedb.org/movie/7555
849,Aladdin,71.0,"Adventure,Fantasy,Romance,Family",05/24/2019,2h 7m,Guy Ritchie,https://www.themoviedb.org/movie/420817
850,Hercules,58.0,"Action,Adventure",07/25/2014,1h 39m,Brett Ratner,https://www.themoviedb.org/movie/184315
851,Naruto Shippuden the Movie: Bonds,72.0,"Fantasy,Animation,Action",08/02/2008,1h 30m,Hajime Kamegaki,https://www.themoviedb.org/movie/17581
852,Malcolm X,75.0,"Drama,History",11/18/1992,3h 22m,Spike Lee,https://www.themoviedb.org/movie/1883
853,Plan A,61.0,"Thriller,Drama",12/09/2021,1h 49m,Doron Paz,https://www.themoviedb.org/movie/714968
854,Female Urologists,0.0,"Drama,Romance",02/22/2018,1h 12m,Jo Tae-ho,https://www.themoviedb.org/movie/502436
855,One Shot,68.0,Action,01/21/2022,1h 37m,James Nunn,https://www.themoviedb.org/movie/811592
856,Fast X,0.0,"Action,Crime,Thriller",05/19/2023,null,Louis Leterrier,https://www.themoviedb.org/movie/385687
857,Fate/Grand Order: The Movie – Divine Realm of the Round Table: Camelot – Paladin; Agateram,64.0,"Animation,Action,Adventure,History,Drama,Fantasy",05/15/2021,1h 36m,Kazuto Arai,https://www.themoviedb.org/movie/637462
858,Scarface,82.0,"Action,Crime,Drama",12/09/1983,2h 50m,Brian De Palma,https://www.themoviedb.org/movie/111
859,Aladdin,76.0,"Animation,Family,Adventure,Fantasy,Romance",11/25/1992,1h 30m,John Musker,https://www.themoviedb.org/movie/812
860,Taken 2,63.0,"Action,Crime,Thriller",10/04/2012,1h 31m,Olivier Megaton,https://www.themoviedb.org/movie/82675
861,Interceptor,62.0,"Action,Thriller,Adventure",05/26/2022,1h 38m,Matthew Reilly,https://www.themoviedb.org/movie/831946
862,Guardians of the Galaxy Vol. 3,0.0,"Action,Adventure,Science Fiction",05/05/2023,null,James Gunn,https://www.themoviedb.org/movie/447365
863,A Bug's Life,70.0,"Adventure,Animation,Comedy,Family",11/25/1998,1h 35m,John Lasseter,https://www.themoviedb.org/movie/9487
864,Young Mother: The Original,63.0,"Drama,Romance",06/23/2016,1h 25m,Jeong Do-soo,https://www.themoviedb.org/movie/405817
865,A Boy Called Christmas,74.0,"Family,Adventure,Fantasy",11/24/2021,1h 44m,Gil Kenan,https://www.themoviedb.org/movie/615666
866,Just Go with It,67.0,"Comedy,Romance",02/11/2011,1h 57m,Dennis Dugan,https://www.themoviedb.org/movie/50546
867,Superman,71.0,"Science Fiction,Action,Adventure",12/14/1978,2h 23m,Richard Donner,https://www.themoviedb.org/movie/1924
868,Héctor El Father: Conocerás la verdad,77.0,"Drama,Documentary",03/22/2018,1h 30m,Joel Antonio Colón,https://www.themoviedb.org/movie/511679
869,The Jungle Book,73.0,"Family,Animation,Adventure",10/18/1967,1h 18m,Wolfgang Reitherman,https://www.themoviedb.org/movie/9325
870,The Exorcist,77.0,Horror,08/27/1977,2h 2m,William Friedkin,https://www.themoviedb.org/movie/9552
871,Tenet,72.0,"Action,Thriller,Science Fiction",12/04/2020,2h 30m,Christopher Nolan,https://www.themoviedb.org/movie/577922
872,Kingsman: The Secret Service,76.0,"Crime,Comedy,Action,Adventure",02/27/2015,2h 9m,Matthew Vaughn,https://www.themoviedb.org/movie/207703
873,Living with Chucky,55.0,"Documentary,Horror",08/13/2022,1h 45m,Kyra Elise Gardner,https://www.themoviedb.org/movie/926762
874,Princess Principal Crown Handler: Chapter 1,51.0,"Animation,Action,Adventure,Drama,Mystery",02/11/2021,54m,Masaki Tachibana,https://www.themoviedb.org/movie/542507
875,Hora de Brilhar,0.0,Comedy,07/29/2022,null,Maurício Eça,https://www.themoviedb.org/movie/993736
876,Robbing Mussolini,57.0,"Action,Adventure,Comedy,Crime,War",10/26/2022,1h 39m,Renato De Maria,https://www.themoviedb.org/movie/873125
877,28 Days Later,72.0,"Horror,Thriller,Science Fiction",11/01/2002,1h 53m,Danny Boyle,https://www.themoviedb.org/movie/170
878,No Limit,62.0,Drama,09/09/2022,1h 59m,David M. Rosenthal,https://www.themoviedb.org/movie/911129
879,Back to the Outback,78.0,"Animation,Family,Adventure,Comedy",12/03/2021,1h 32m,Claire Knight,https://www.themoviedb.org/movie/770254
880,Porno,44.0,Drama,01/01/1981,1h 23m,Luiz Castellini,https://www.themoviedb.org/movie/197158
881,Dragon Ball Z: Battle of Gods,68.0,"Animation,Action,Science Fiction",03/30/2013,1h 25m,Masahiro Hosoda,https://www.themoviedb.org/movie/126963
882,Ciao Alberto,75.0,"Animation,Comedy,Family,Fantasy",11/12/2021,7m,McKenna Jean Harris,https://www.themoviedb.org/movie/876716
883,Major Grom: Plague Doctor,67.0,"Action,Adventure",04/01/2021,2h 16m,Oleg Trofim,https://www.themoviedb.org/movie/529106
884,Naruto: The Lost Story - Mission: Protect the Waterfall Village!,68.0,"Animation,Action,Adventure",12/20/2003,40m,Masahiko Murata,https://www.themoviedb.org/movie/410685
885,The Emperor's New Groove,76.0,"Adventure,Animation,Comedy,Family,Fantasy",12/15/2000,1h 18m,Mark Dindal,https://www.themoviedb.org/movie/11688
886,Get Out,76.0,"Mystery,Thriller,Horror",02/24/2017,1h 44m,Jordan Peele,https://www.themoviedb.org/movie/419430
887,Dragon Ball Z: The Tree of Might,65.0,"Action,Animation,Science Fiction",06/07/1990,1h 1m,Daisuke Nishio,https://www.themoviedb.org/movie/39101
888,An Affair: Kind Daughters-in-law,0.0,Romance,01/25/2018,1h 11m,Kim Bu-gon,https://www.themoviedb.org/movie/495979
889,Once Upon a Snowman,69.0,"Animation,Family,Comedy,Fantasy",10/23/2020,7m,Dan Abraham,https://www.themoviedb.org/movie/741074
890,Wrong Turn 4: Bloody Beginnings,57.0,"Horror,Thriller",10/17/2011,1h 33m,Declan O'Brien,https://www.themoviedb.org/movie/71672
891,The Lion King 1½,66.0,"Family,Animation,Comedy,Action",02/09/2004,1h 17m,Bradley Raymond,https://www.themoviedb.org/movie/11430
892,War for the Planet of the Apes,71.0,"Drama,Science Fiction,War",07/14/2017,2h 20m,Matt Reeves,https://www.themoviedb.org/movie/281338
893,Godzilla,63.0,"Action,Drama,Science Fiction",05/16/2014,2h 3m,Gareth Edwards,https://www.themoviedb.org/movie/124905
894,Centauro,62.0,"Action,Crime,Thriller",06/15/2022,1h 29m,Daniel Calparsoro,https://www.themoviedb.org/movie/852592
895,Young Mother 3,57.0,Romance,09/03/2015,1h 35m,Chae Gil-byeong,https://www.themoviedb.org/movie/386716
896,Taya,53.0,Thriller,08/27/2021,1h 43m,Roman Perez Jr.,https://www.themoviedb.org/movie/860306
897,Fantastic Beasts and Where to Find Them,73.0,"Action,Adventure,Fantasy",11/18/2016,2h 12m,David Yates,https://www.themoviedb.org/movie/259316
898,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,80.0,"Animation,Comedy,Mystery,Family,Fantasy",09/14/2021,1h 12m,Cecilia Aranovich,https://www.themoviedb.org/movie/843906
899,Southpaw,74.0,"Action,Drama",07/24/2015,2h 3m,Antoine Fuqua,https://www.themoviedb.org/movie/307081
900,Pokémon the Movie: I Choose You!,70.0,"Family,Animation,Adventure,Fantasy",11/24/2017,1h 38m,Kunihiko Yuyama,https://www.themoviedb.org/movie/436931
901,Sooryavanshi,58.0,"Action,Crime,Thriller",11/05/2021,2h 25m,Rohit Shetty,https://www.themoviedb.org/movie/592508
902,Alice in Wonderland,72.0,"Animation,Family,Fantasy,Adventure",09/14/1951,1h 15m,Hamilton Luske,https://www.themoviedb.org/movie/12092
903,I Am Legend,72.0,"Drama,Science Fiction,Thriller",12/14/2007,1h 41m,Francis Lawrence,https://www.themoviedb.org/movie/6479
904,Django Unchained,82.0,"Drama,Western",03/29/2013,2h 45m,Quentin Tarantino,https://www.themoviedb.org/movie/68718
905,Back to the Future Part II,77.0,"Adventure,Comedy,Science Fiction",11/22/1989,1h 48m,Robert Zemeckis,https://www.themoviedb.org/movie/165
906,Monsters University,70.0,"Animation,Family",06/21/2013,1h 44m,Dan Scanlon,https://www.themoviedb.org/movie/62211
907,WALL·E,81.0,"Animation,Family,Science Fiction",08/29/2008,1h 38m,Andrew Stanton,https://www.themoviedb.org/movie/10681
908,Kung Fu Panda 2,69.0,"Animation,Family",05/25/2011,1h 31m,Jennifer Yuh Nelson,https://www.themoviedb.org/movie/49444
909,Wrong Turn 5: Bloodlines,54.0,"Horror,Thriller",10/23/2012,1h 31m,Declan O'Brien,https://www.themoviedb.org/movie/125509
910,Kung Fu Panda 3,69.0,"Action,Adventure,Animation,Comedy,Family",01/29/2016,1h 35m,Jennifer Yuh Nelson,https://www.themoviedb.org/movie/140300
911,Logan,78.0,"Action,Drama,Science Fiction",03/03/2017,2h 17m,James Mangold,https://www.themoviedb.org/movie/263115
912,Splice,58.0,"Horror,Science Fiction,Thriller",10/06/2009,1h 44m,Vincenzo Natali,https://www.themoviedb.org/movie/37707
913,Finding Grace,58.0,Drama,04/21/2020,1h 46m,Warren Fast,https://www.themoviedb.org/movie/695568
914,Dragon Ball Z: Broly – Second Coming,67.0,"Animation,Action,Science Fiction",03/12/1994,48m,Shigeyasu Yamauchi,https://www.themoviedb.org/movie/44251
915,X-Men: Days of Future Past,75.0,"Action,Adventure,Science Fiction",05/23/2014,2h 12m,Bryan Singer,https://www.themoviedb.org/movie/127585
916,Armageddon,68.0,"Action,Thriller,Science Fiction,Adventure",07/01/1998,2h 31m,Michael Bay,https://www.themoviedb.org/movie/95
917,Geostorm,61.0,"Action,Science Fiction,Thriller",10/27/2017,1h 49m,Dean Devlin,https://www.themoviedb.org/movie/274855
918,Star Wars,82.0,"Adventure,Action,Science Fiction",04/18/1997,2h 1m,George Lucas,https://www.themoviedb.org/movie/11
919,Prometheus,65.0,"Science Fiction,Adventure,Mystery",06/08/2012,2h 4m,Ridley Scott,https://www.themoviedb.org/movie/70981
920,Blaze,48.0,"Drama,Fantasy,Crime",08/25/2022,1h 41m,Del Kathryn Barton,https://www.themoviedb.org/movie/767254
921,Redemption Day,62.0,Action,01/08/2021,1h 40m,Hicham Hajji,https://www.themoviedb.org/movie/767304
922,Overcomer,77.0,Drama,08/23/2019,1h 59m,Alex Kendrick,https://www.themoviedb.org/movie/527776
923,The Terminator,76.0,"Action,Thriller,Science Fiction",01/11/1985,1h 48m,James Cameron,https://www.themoviedb.org/movie/218
924,Chappie,68.0,"Crime,Action,Science Fiction",03/06/2015,2h,Neill Blomkamp,https://www.themoviedb.org/movie/198184
925,Three Thousand Years of Longing,70.0,"Fantasy,Drama,Romance",09/01/2022,1h 48m,George Miller,https://www.themoviedb.org/movie/556694
926,The Marksman,69.0,"Action,Thriller",01/15/2021,1h 48m,Robert Lorenz,https://www.themoviedb.org/movie/634528
927,Gunpowder Milkshake,64.0,"Action,Crime,Thriller",07/14/2021,1h 54m,Navot Papushado,https://www.themoviedb.org/movie/574060
928,Descendants: The Royal Wedding,68.0,"Animation,TV Movie,Comedy,Family,Drama",08/13/2021,22m,Salvador Simó,https://www.themoviedb.org/movie/805411
929,The Predator,56.0,"Science Fiction,Action,Adventure",09/14/2018,1h 47m,Shane Black,https://www.themoviedb.org/movie/346910
930,Down,67.0,"Horror,Science Fiction,Drama",02/01/2019,1h 22m,Daniel Stamm,https://www.themoviedb.org/movie/571055
931,Hotel Transylvania,70.0,"Animation,Comedy,Family,Fantasy",09/28/2012,1h 31m,Genndy Tartakovsky,https://www.themoviedb.org/movie/76492
932,Dragon Ball Z: Super Android 13!,67.0,"Action,Animation,Science Fiction",07/11/1992,46m,Daisuke Nishio,https://www.themoviedb.org/movie/39104
933,Finch,80.0,"Science Fiction,Drama,Adventure",11/04/2021,1h 55m,Miguel Sapochnik,https://www.themoviedb.org/movie/522402
934,The Boy in the Striped Pyjamas,79.0,"War,Drama,History",11/07/2008,1h 34m,Mark Herman,https://www.themoviedb.org/movie/14574
935,The Last Mercenary,66.0,"Action,Comedy",07/30/2021,1h 50m,David Charhon,https://www.themoviedb.org/movie/729720
936,Malignant,69.0,"Horror,Mystery,Thriller",09/10/2021,1h 51m,James Wan,https://www.themoviedb.org/movie/619778
937,The House of the Lost on the Cape,57.0,"Animation,Drama,Family",08/27/2021,1h 45m,Shinya Kawatsura,https://www.themoviedb.org/movie/760758
938,Ice Age: Continental Drift,63.0,"Animation,Comedy,Adventure,Family",07/27/2012,1h 28m,Mike Thurmeier,https://www.themoviedb.org/movie/57800
939,The Valet,77.0,"Comedy,Romance",05/20/2022,2h 4m,Richard Wong,https://www.themoviedb.org/movie/810171
940,Dark Blood,55.0,"Crime,Drama",10/07/2021,1h 23m,Harold Trompetero,https://www.themoviedb.org/movie/845885
941,Saving Private Ryan,82.0,"Drama,History,War",07/24/1998,2h 49m,Steven Spielberg,https://www.themoviedb.org/movie/857
942,Dragon Ball Z: The Return of Cooler,66.0,"Action,Animation,Science Fiction",03/07/1992,46m,Daisuke Nishio,https://www.themoviedb.org/movie/39103
943,Adultery Alumni Association,0.0,"Drama,Romance",03/02/2018,1h 22m,Jo Tae-ho,https://www.themoviedb.org/movie/504903
944,From Straight A's to XXX,57.0,"Drama,TV Movie",02/11/2017,1h 27m,Vanessa Parise,https://www.themoviedb.org/movie/441168
945,A Christmas Cookie Catastrophe,70.0,"TV Movie,Comedy,Drama,Romance",11/27/2022,1h 24m,Jeff Beesley,https://www.themoviedb.org/movie/1028552
946,Ponyo,77.0,"Animation,Fantasy,Family",07/19/2008,1h 40m,Hayao Miyazaki,https://www.themoviedb.org/movie/12429
947,I Came By,64.0,Thriller,08/19/2022,1h 50m,Babak Anvari,https://www.themoviedb.org/movie/852448
948,Broker,73.0,Drama,06/08/2022,2h 9m,Hirokazu Kore-eda,https://www.themoviedb.org/movie/736732
949,Crank: High Voltage,60.0,"Action,Thriller,Crime",04/16/2009,1h 36m,Mark Neveldine,https://www.themoviedb.org/movie/15092
950,Female Urologists 3,40.0,"Drama,Romance",12/03/2020,1h 12m,null,https://www.themoviedb.org/movie/773804
951,Knives Out,79.0,"Comedy,Crime,Mystery",11/27/2019,2h 11m,Rian Johnson,https://www.themoviedb.org/movie/546554
952,The Passion of the Christ,74.0,Drama,05/07/2004,2h 7m,Mel Gibson,https://www.themoviedb.org/movie/615
953,Annabelle: Creation,66.0,"Horror,Mystery,Thriller",08/15/2017,1h 50m,David F. Sandberg,https://www.themoviedb.org/movie/396422
954,Lilo & Stitch,75.0,"Animation,Family",06/21/2002,1h 25m,Dean DeBlois,https://www.themoviedb.org/movie/11544
955,The Remaining,57.0,"Thriller,Horror",09/05/2014,1h 28m,Casey La Scala,https://www.themoviedb.org/movie/280002
956,Rambo: Last Blood,65.0,"Action,Thriller,Drama",09/20/2019,1h 29m,Adrian Grünberg,https://www.themoviedb.org/movie/522938
957,Redeeming Love,79.0,"Romance,Drama,History",01/21/2022,2h 14m,D. J. Caruso,https://www.themoviedb.org/movie/698508
958,The Hobbit: The Desolation of Smaug,76.0,"Fantasy,Adventure,Action",12/13/2013,2h 41m,Peter Jackson,https://www.themoviedb.org/movie/57158
959,Violet Evergarden: The Movie,83.0,"Animation,Fantasy,Romance,Drama",09/18/2020,2h 20m,Taichi Ishidate,https://www.themoviedb.org/movie/533514
960,Goosebumps 2: Haunted Halloween,61.0,"Adventure,Comedy,Fantasy,Family,Horror",10/19/2018,1h 30m,Ari Sandel,https://www.themoviedb.org/movie/442062
961,Ferdinand,72.0,"Animation,Family,Adventure,Comedy",12/15/2017,1h 48m,Carlos Saldanha,https://www.themoviedb.org/movie/364689
962,Shutter Island,82.0,"Drama,Thriller,Mystery",02/18/2010,2h 18m,Martin Scorsese,https://www.themoviedb.org/movie/11324
963,What Happened at the Carpenter's Shop,60.0,Romance,03/05/2020,1h 15m,No Hyun-jin,https://www.themoviedb.org/movie/685833
964,Valerian and the City of a Thousand Planets,66.0,"Adventure,Science Fiction,Action",07/26/2017,2h 16m,Luc Besson,https://www.themoviedb.org/movie/339964
965,Happy Feet,61.0,"Animation,Comedy,Family",12/26/2006,1h 48m,George Miller,https://www.themoviedb.org/movie/9836
966,American Assassin,64.0,"Action,Thriller",09/15/2017,1h 52m,Michael Cuesta,https://www.themoviedb.org/movie/415842
967,Save the Cinema,64.0,Drama,01/14/2022,1h 49m,Sara Sugarman,https://www.themoviedb.org/movie/790386
968,The Harder They Fall,67.0,Western,10/22/2021,2h 19m,Jeymes Samuel,https://www.themoviedb.org/movie/618162
969,Goblin Slayer: Goblin's Crown,76.0,"Animation,Adventure,Action,Fantasy",02/01/2020,1h 25m,Takaharu Ozaki,https://www.themoviedb.org/movie/631132
970,All the Old Knives,61.0,"Thriller,Action",04/08/2022,1h 41m,Janus Metz,https://www.themoviedb.org/movie/294793
971,Lucy,64.0,"Action,Science Fiction",07/25/2014,1h 29m,Luc Besson,https://www.themoviedb.org/movie/240832
972,Home Alone 3,53.0,"Comedy,Family",12/12/1997,1h 42m,Raja Gosnell,https://www.themoviedb.org/movie/9714
973,Unbroken: Path to Redemption,69.0,Drama,09/14/2018,1h 38m,Harold Cronk,https://www.themoviedb.org/movie/506680
974,Tad the Lost Explorer and the Secret of King Midas,66.0,"Animation,Adventure,Comedy,Family",08/25/2017,1h 25m,David Alonso Pérez de Algaba,https://www.themoviedb.org/movie/452773
975,Whiplash,84.0,"Drama,Music",10/15/2014,1h 47m,Damien Chazelle,https://www.themoviedb.org/movie/244786
976,The Godfather Part II,86.0,"Drama,Crime",12/20/1974,3h 22m,Francis Ford Coppola,https://www.themoviedb.org/movie/240
977,Transformers: The Last Knight,61.0,"Action,Adventure,Science Fiction",06/21/2017,2h 34m,Michael Bay,https://www.themoviedb.org/movie/335988
978,Apex,53.0,"Action,Thriller,Science Fiction",11/25/2021,1h 48m,Edward Drake,https://www.themoviedb.org/movie/763164
979,Brother Bear,72.0,"Adventure,Animation,Family",11/01/2003,1h 25m,Aaron Blaise,https://www.themoviedb.org/movie/10009
980,The Wizard of Oz,76.0,"Adventure,Fantasy,Family",08/25/1939,1h 42m,Victor Fleming,https://www.themoviedb.org/movie/630
981,Curse of Chucky,59.0,"Horror,Thriller",10/08/2013,1h 37m,Don Mancini,https://www.themoviedb.org/movie/167032
982,Apocalypto,75.0,"Action,Drama,History",12/08/2006,2h 19m,Mel Gibson,https://www.themoviedb.org/movie/1579
983,Bull Shark,56.0,"Horror,Thriller",02/05/2022,1h 20m,Brett Bentman,https://www.themoviedb.org/movie/938596
984,The Purge,63.0,"Science Fiction,Horror,Thriller",06/06/2013,1h 26m,James DeMonaco,https://www.themoviedb.org/movie/158015
985,American Pie Presents: The Book of Love,52.0,Comedy,12/04/2009,1h 33m,John Putch,https://www.themoviedb.org/movie/26123
986,Annabelle Comes Home,64.0,"Horror,Mystery,Thriller",06/26/2019,1h 46m,Gary Dauberman,https://www.themoviedb.org/movie/521029
987,8 Years,60.0,Drama,09/24/2022,1h 37m,JD Alcázar,https://www.themoviedb.org/movie/822213
988,The Monster at the End of This Story,30.0,"Family,Animation",10/29/2020,31m,null,https://www.themoviedb.org/movie/755433
989,I Want You,74.0,"Drama,Romance",06/22/2012,2h 10m,Fernando González Molina,https://www.themoviedb.org/movie/109689
990,Weathering with You,80.0,"Animation,Drama,Fantasy,Romance",07/19/2019,1h 52m,Makoto Shinkai,https://www.themoviedb.org/movie/568160
991,Star Wars: The Force Awakens,73.0,"Adventure,Action,Science Fiction,Fantasy",12/18/2015,2h 16m,J.J. Abrams,https://www.themoviedb.org/movie/140607
992,The Expendables 3,62.0,"Action,Adventure,Thriller",08/15/2014,2h 6m,Patrick Hughes,https://www.themoviedb.org/movie/138103
993,Paranormal Activity: Next of Kin,64.0,"Horror,Mystery,Thriller",10/29/2021,1h 38m,William Eubank,https://www.themoviedb.org/movie/609972
994,Hell of Roses,43.0,Thriller,12/05/1980,1h 5m,Shōgorō Nishimura,https://www.themoviedb.org/movie/185714
995,Army of the Dead,63.0,"Action,Crime,Horror,Thriller",05/14/2021,2h 28m,Zack Snyder,https://www.themoviedb.org/movie/503736
996,The Notebook,79.0,"Romance,Drama",06/25/2004,2h 3m,Nick Cassavetes,https://www.themoviedb.org/movie/11036
997,Power Rangers,63.0,"Action,Adventure,Science Fiction",03/31/2017,2h 4m,Dean Israelite,https://www.themoviedb.org/movie/305470
998,Miss Peregrine's Home for Peculiar Children,68.0,"Fantasy,Adventure,Family,Drama",09/29/2016,2h 7m,Tim Burton,https://www.themoviedb.org/movie/283366
999,The Purge: Anarchy,67.0,"Horror,Thriller",07/23/2014,1h 44m,James DeMonaco,https://www.themoviedb.org/movie/238636
